star,review
3.5,수건과 침구가 오래 되서 많이 해졌어요. 이부분은 전체적인 보완이 필요 할 것 같았어요. 매번 그렇다는건 문제가 있는 거니깐. 그리고 연휴에 풀부킹이면 체크인에 시간이 소요 될 수 있다고 문자 서비스 좀 해주셨으면 더 좋았을뻔 했어요. 어차피 다 내국인 투숙객이고 할인 행사 많이 했고 연휴에다가 거리두기도 불가능한 로비면 어느정도 번잡한 상황이 예상 가능 하지 않았나 싶었어요. 진짜 다닥다닥 붙어서 줄서서 체크인 하는건 숙박 하기 전부터 좀 불쾌했습니다.
3.5,전체적으로 좁다는 이야기를 듣고 가서 어느정도 감안은 하고 갔어요 근데 청소 상태가 조금 그랬었는데 그래도 잘 침구상태 좋고 해서 만족 하려고 했어요 근 데 오전 10:00시 정도 누가 벨을 누르더니 씻고 있어서 아무말도 못했는데 문 키대고 들어 오시고 신발 보고 나가신거 같더라구요 ... 아니 .. 체크아웃을 한 객실에 청소를 하셔야죠 .. 원래 다른 호텔도 이런가요 ? ... 하 고객이 머무르고 있는데 문을 여시는게 어딨나요 ...
3.8,프론트에 직원이 부족한 듯 보입니다 위치 때문인지 다른 신라스테이에 비해 몰리는 편이구요 그만큼 체크인도 많이 기다려야 합니다 묵은 방은 깨끗했으나 냉장고 문 밑 나사가 빠져있어 열면 문이 밑으로 빠집니다 청소하실때 분명히 발견하셨을텐데 왜 방치하셨을까요 체크아웃때는 한층이 다 소란스러웠는데 청소하시는 분들이 문을 트레이로 막아 여는데 불편했습니다 청소하시는분들 문제보다는 여러가지로 체계적이지 않은 모습이었습니다
3.5,"원래 잘 이용했었는데 이번엔 너무 실망이예요ㅠ 실내슬리퍼도 하나있고 하나는 비닐만 나뒹굴고 어메니티도 욕실에 샴푸,바디워시,바디로션이 왜있죠..?당연히 컨디셔너인줄알고 바디로션 머리에발랐네여? 월요일아침 8시 반 전에 조식먹으러갔는데 없는 음식 채워지지않구요...몇테이블 있지도않았는데요"
3.8,.장점) 1. 접근성이 좋다(공덕역) 2. 전체적으로 조용하다(외부 소음이 거의 없음) 3. 직원분들 친절하고 메이드님도 룸청소할 때 요구사항 잘 들어주신다. 단점) 1. 객실 청결 상태는 나쁘지 않지만 좋지도 않다 2. 주차 공간이 매우 협소하다(특히 큰 차) 가성비 생각하면 모든 게 용서가 됩니다. 잘 쉬다 갑니다 :)
3.5,"화장실에 환풍기 없는게 좀 불편했구 일회용 슬리퍼 재활용 하나욤,,,? 새거 뜯었는데 붉은게 묻어있었어여..ㅜ 카드키도 두 개 주시면 좋을 것 같아여 ㅎㅎ... 뷔페 음식은 그냥.........프로모션 아니면 안드시는걸 강추.... 침구는 매우 편했어요! ㅎㅎ.."
3.5,"와인잔, 와인오프너를 제가 2층에서 직접 빌려와야하더라구요(반납도...) 받은와인잔도 와인잔과 물잔 그 어중간한 사이.. hdmi를 연결하는게 따로있는게 아니고 티비 뒤에 직접꽂아야해서 그것도 번거로웠어요 암막커튼도 빛 완벽차단되진 않아서 늦잠자려면 수면안대를 챙겨오는게 좋겠어요"
3.8,베딩은 그럭저럭.. 나쁘지않은 정도에요.(제가 좀 예민한편) 화장실에서 다른방과 대화가능할 정도로 방음이 안되는게 최대 단점 수압 괜찮은데 다른방에서 물틀면 반으로 훅 줄어서 좀 당황. 오히려 암막커튼치고 바깥소음은 별루 못느꼈어요. 대로변이 아니어서 그런지도.. 어메니티 다준비되어있고 불편한거 없었고 컵도 1회용에 비닐씌워놔서 코로나19신경쓴 티가 났어요. 석식도 가짓수는 많이 없지만 맛 괜찮았어요. 금요일저녁이었고 사람 꽤 있었고 고기들 잘 구워져서 나왔어요. 가성비로는 갑인거 인정합니다. 잘 쉬다 갑니다.
3.5,"4일(토요일)에 체크인을 했습니다. 호텔 앞 도착했을 시, 체크인 줄이 너무 길어서 처음에 많이 당황스러웠어여! 좀 추웠지만 긴 줄을 기다려서 체크인을 했습니다. 사람이 많아서 그런지 18층을 배정 받았고, 뷰는 좋았습니다! 하지만 청소상태가 마음에 들지 않았어요 ㅠㅠ 침실밑에 먼지가 많은지 먼지 구덩이? 침대밑에서 막 날려서 나오더라구요.. 아마도 사용안한지 오래된 방이었던 것 같습니다! 그래도 좀 더 넓은 코너방을 배정해주셔서 덕분에 잘 쉬고 갑니다."
3.5,시설에 비해 가격이 좀 높다는 생각을 했습니다. 도심형 호텔이긴 하지만.. 객실도 좁고 다구나 11월에 난방이 가동 되지 않는 객실은... 어떻게 이해해야할지.. 저는 비즈니스 때문에 객실 두개 잡아서 일행과 방문했는데... 특별한 장점은 모르겠습니다..ㅜ 관광객들이 주로 이용하는 느낌이었습니다.
3.5,객실내 먼지가 너무 많고 수건이나 가운도 다 낡아서 해진것을 비치하는것이 아쉽네요 또 방음도 너무 안돼요 옆방 말하는 소리가 다 들려요 다녀온 신라 스테이중 가장 안좋은기억이 납니다~
3.5,어머니와 추석여행으로 서울가서 잤는데 공항과 가까워서 막날에 호캉스 즐기자 하고 예약했는데 여자 두명에서 자기 좋은방이였고 데일리 호텔로 예약하니 미니바+고층서비스도 빠르게 예약미리 할수있어 더 좋은곳에서 가성비 좋게 지냈다가 가는거 같습니다 다만 주변에 먹을게... 너뮤 없어서 늦게 가면 편의점행...( 추석이라 그럴수도있지만요 ㅠ) 그래서 서비스 너무좋아요 ^^
3.8,"체크인 시 예약 정보를 찾는데 시간이 오래 걸렸으며, 예약 취소 안내를 받는 등, 예약정보 관리에 미흡한 점이 불편하였습니다. 또한 패키지에 포함된 할인 바우처 역시 따로 말씀을 드린 후 제공 받았기에 데일리 호텔과 예약 및 상품 정보 공유가 잘 되어있지 않은 듯 보여 이용에 불편함이 있었습니다. 안내 받은 방은 깨끗하고 침구 등 비치 된 물품의 청결도는 양호하였습니다. 패키지를 통해 무료로 이용할 수 있었던 조식의 경우, 평균적인 비즈니스 호텔 수준으로 만족스러웠으나 제가 방문한 당일의 경우 커피머신의 관리가 필요해보였습니다. 숙소의 위치의 경우 공덕역과 가깝고 주변에 맛집이 많고 거닐 수 있는 공원이 있어 주변 시설 이용이 편리하였습니다."
3.5,명절 이용해서 호캉스 목적으로 숙박했는데 결론적으로 아쉬운 점이 있어 만족스럽지 못했네요. 뭐 위치나 서비스는 둘째치고 일단 침대가 최악... 싱글침대를 두개 붙여서 하나의 큰 침대로 만든 그런 객실이였는데 중간 이음새 부분이 자꾸 벌여져서 자다가 깨기를 여러번.... 편히 잘려고 간 호텔인데 침대가 이 모양이라서.... 호캉스 여러번 해봤지만 이런 침대는.... 다른게 다 좋아도 침대가 이 모양이면 나머진 의미없다고 생각합니다.
3.8,"중앙제어라 에어컨 하나도 안 시원했어요. 법적 사항 온도 유지때문이라고 설명해주신 했는데, 광화문 지점이랑 달라서 아쉬웠어요. 나중에 시설팀에서 오셔서 바람세기가 약하긴 하다고 조절해주시긴 했지만 실내온도 26도~26.5도로 유지정도로만 작동됩니다. 9층 객실이였는데 수압도 약했어요."
3.8,이번이 네번째 방문입니다. 언제나 집처럼 편안해요. 다른 호텔보다 시설이 좋다거나 서비스가 좋다거나 그런건 모르겠지만 그냥 마음이 편안한곳입니다ㅋㅋㅋ 침구도 편안하구요. 좋습니다아
3.5,방은 깔끔하고 좋았는데요. 너무 추웠어요ㅠㅠ 히터를 틀어놓고 잤는데 아침에도 온도가 많이 안 올라가 있더라구요... 그리고 이불이 둘이 덮기에는 가로길이가 다소 짧아서 이불쟁탈전 벌이면서 잤네요...
3.5,전체적으로 깔끔하고 시설도 좋았고 침구도 깨끗해서 좋았어요. 다만 겨울이라 환기를 잘 안해서인지 방이 좀 답답한 감이 있었고 풀썩거릴때마다 먼지가 꽤많이 나서 답답했어요. 그외 방음이 잘 안되는 것 같았지만 큰 불편함은 아니었어요! 편하게 잘 쉬다 왔습니다.
3.5,"동급의 비즈니스 호텔들 중 신라스테이가 구조와 크기, 기타 시설 면에서 가장 좋다고 생각해왔는데.. 이번 숙박은 실망이 컸습니다. 먼지 하나 없는 관리는 힘들지언정, 먼지 덩어리가 바닥에 날라다니는 룸 컨디션은 대체 뭔지 모르겠네요... 게다가 창문이 없는 호텔방 특성상 환기가 돼야하는데 먼지가 흩날리는 방안에서 환기조차 안되고 난방만 돌아가니 지나치게 건조하여 코와 목이 막히고 숨쉬기도 힘든 수준이었어요.. 신라스테이 마포의 문제가 아닌, 제가 숙박했던 그 호수만의 문제였길 바랍니다."
3.8,신라스테이 정말 좋아하는데 이번 방은 변기에 물이 잘 안내려가고 옆방에서 아이코스(전자담배) 냄새가 넘어오고 그랬습니다. 세면대에 머릿카락도 있고 좀 실망 했습니다. 신라스테이 홈페이지에도 글 올릴 예정 입니다.
3.8,"세면도구 구비 되어있어서 좋았어요. 객실 깔끔 하고 편안했어요. 조식할인권 이용 해서 15,000원 으로 조식해결 했어요. 식사중 감자 샐러드 에서 돌 나와서 당황했지만,직원분께서 바로 해결 해주셔서 ,기분좋게 c/out 함."
3.8,롯데시티마포보단 위치가 아주 좋진 않았어요. 외국인이 너무 많았고 엘레베이터 줄서서 올라가야할 정도로 붐볐어요.(주말 저녁8-9시) 방은 청결했고 시설 등은 만족스러웠어요. 어메니티 아베다 최고에요.
3.8,다 만족했는데 청소 하시는 분이 퇴실시간을 잘못아시고 벨을 계속누르시더라구요~ 다른직원이 금방 제지하긴 했는데 청소 소리와 말소리때문에 쉬는데 불편함을 살짝 느꼈습니다~ 전체적으로 깨끗하고 침대도 편하고 좋았습니다
3.8,"전체적으로 라이벌 관계에 있는 롯**티마포보다 모든면에서 떨어진다. 침구의 편안함이나, 직원들의 서비스정신, 공조장치 수준 등이 나쁘다고는 할 수 없지만 결코 좋다고 하기 힘든 수준이다."
3.8,the room was not clean enough to get high score. especially someone else's hair and dust was scattered on the floor where u can easily find them
3.5,"다른부분이야 신라스테이랑 비슷하거나 똑같으니 넘어가는데... 조식을 먹는데 사람이없어요. 입구에 직원한명서잇고, 음식치우러 돌아다니기는하는데 세접시 먹는동안 접시두개 치우지도않고,,, 쌀국수 먹으려했는데 쉐프는 보이지도않고,,,, 다른후기들보면 음식이떨어져도 잘채우지않는다고 써놓앗던데 개선은 여전히 안하나봐요. 조식 음식가지수야 비즈니스호텔이니 그리기대하진 않는데... 직원들 좀 교육시켜야 하겟습니다."
3.5,"급하게 잠만 자러 간건데 그러기에 나쁘지 않았어요. 대신 직원 친절도 애매했구요, 아침에 혼자 자는데 문 열려서 개깜놀;; 걸쇠 안 걸고 잤음 진짜 너무 놀랐을거같아요. 프론트에 물어보니 청소 아주머니께서 잘못 여신 것 같다는데 유쾌하지 않은 경험이었어요. 베딩이랑 욕실 상태는 깔끔했구 비지니스옹으로 들르기에 좋을 듯 해요."
3.5,"조식이 가격에 비해 너무 형편없었네요. 베이컨을 구울때도 냉동 상태로 겹쳐진 베이컨을 떼어내지 않고 구워서 그대로 나오더라고요. 따뜻해야할 음식들도 미지근했고, 전반적으로 맛이 없었습니다. 객실은 불필요하게 욕실이 크고 침실이 너무 비좁았구요."
5,조용하고 침대가 푹신해서 좋았어요
5,방이 깨끗해서 좋았습니다
4.8,깔끔하고 좋았습니다. 다음에 또 이용하고싶어요
5,최고였습니다 다음에도 방문 하겠습니다
5,깔끔하고 위치가 좋습니다
5,바닥청소가 좀 안된거 같아요ㅠㅠ
5,깨끗하고 하루 편하게 잘~~
5,접근성 매우 좋고 주변에 식당이 많아서 편리.
5,접근성도 좋구 편했습니다
5,위치가미봏니요 ㅎㅎㅎㅎ
5,깨끗하고 어매니티도 좋았어요
5,모든것이 깨끗했습니다 가격도 착하구요!
5,어메니티 침구 좋습니다
5,일하기도 좋고 너무 깨끗해서 좋았어요 :)
5,깔끔하고 가성비 좋아오
4.5,전반적으로 고객응대 친절하고 좋았어요. 커튼이랑 침대 아래쪽 먼지 많은것은 아쉬웠네요..
4.5,무난무난했어요 뷰는 기대하면 안되는 ㅎㅎㅎ 주변에 맛집이 많아서 좋았습니다.
4.5,2인이 묵기엔 조금 비좁으나 포근한 침구와 분위기가 좋았습니다.
4.5,침구도 깨끗하고 어매니티도 만족스러웠어요 방음이 좀 안되는거 같으니 민감하신분들은 참고하세여
4.5,주차비 5000원 추가요금이 있는데 공지를 좀 잘보이게 해줬으면 좋겠네요 주차비 생각도 못했는데 나와서 놀랐네요
1.8,직원들의 대처가 정말 좋지않았다 체크인 할 때 예약확인이 안된다며 시간이 오래걸렸고 방으로 올라갔더니 문이 안잠겨 객실 전화기로 전화하려니까 전화도 안되고.. 호텔연락처로 전화하니 주말이라 연결불가라며.. 다시 많은 짐을 가지고 프론트로 내려갔는데 고치는사람이 올라갈테니 방에서 기다리란다..;; 그리고 계속 못고쳐서 언제 고쳐지냐.. 프론트 가서 다시 얘기하고 시간이 꾀 지나서야 방을 바꿔줌 최악이다 진짜 절대 다신 예약 안할 호텔
4.8,깨끗하고 역이랑 가깝고 좋았어요~ 호캉스 제대로 했어요 방음이 아쉽긴 하지만 나머지는 다 좋습니다.
5,매번 체크인 대기가 길어요. 공휴일에는 대기 걸어놓고 밥 먹고 와야 시간이 맞아요. 객실은 만족해요.
5,침구도 깨끗하고 청소가 전체적으로 잘 되어 있는것같아서 진짜 완전 만족 ! 종종 묵을거같아요
4.8,살짝 아쉬운점이 있어요 ㅜ ㅜ 엘베 군처 룸이라 아침에 소음이 심해 깼어요 ㅜㅜ 다른건 다 만족 합니다
5,기대도 안했는데 욕조있는방이라 너무좋았네요 그리고 프론프직원분들 마스크때문에 소리가 잘안들리니 목소리 좀만 더 크게해주셔도 괜찮아유 ㅋ
4.5,급하게 예약하고 갔는데 생각보다 괜찮았어요 도시락도 만족스러웠고 주차도 가까운 공영주차장에 대서 좋았어요 다만 도로변이라 차소리가 나는건 어쩔수 없겠죠
4.5,걱정했는데 방도 깨끗하고 화장실도 깨끗하고 조용하고 좋았어요. 주변에도 경의선숲실이나 카페 등등 구경할것들도 있어서 재밌는 하루보냈습니다. 찾아보니 주변에 맛집들도 많더라구여
5,체크인 시간에 몰려서 오래 걸린다는 후기를 보아서 5시경에 도착했습니다. 주차도 체크인도 정말 편했습니다. 조식 도시락도 룸에서 먹으니 대만족입니다.
5,침구가 포근해요 전체적으로 깨끗해요 그치만 춥네요ㅠ보일러 켜져있는데도...그리고 소음이ㅠ좀심해요 그래도 또갈거예요 가격대비 좋음
4.8,"잘 쉬다갑니다. 퇴근하고 하루 쉬었다가기 너무 최적의 장소이에요. 아침 조식 도시락이 8,000원 밖에 안하던데 몰라서 못먹은게 아쉽네요 ㅠ̑̈ㅠ̑̈"
4.5,가격대비 시설은 일반 호텔과 큰차이는 없고 복도방음이 잘안되네요ㅜㅜ다른방 문닫는소리 청소소리에 31시간 스테이동안 많이 놀란경우가 많았습니다
5,방이 깔끔하고 침구도 좋았어요. 신라스테이 아베다가 어메니티인거 알고 있어서 매우 기분 좋았고 기본룸이 좁긴했지만 욕조도 있어서 좋음
4.8,너무 잘 쉬다갑니다~!다만 환기라던지 조금 더워서 창문을 살짝 열었는데 먼지가 너무 많이들어와서 조금 힘들었어요 ㅠㅠ그래도 너무 좋은시설!! 담에 또올거에요
4.8,"데일리호텔측 실수인지는 모르겠으나, 예약이 진행되어 있지 않아서 현장에서 재예약을 진행했습니다. 당황했지만 직원분이 빠르게 대처해주셨어요."
5,급하게 방타입이 다른 연박을 결정해서 바로 쓸 수 있는 방을 연결해야됐었는데 직원분들이 친절하게 처리해주셔서 무리없이 쓸 수 있었어요! 룸컨디션은 말할 것도 없이 좋았습니다
5,침구류가 너무 푹신푹신해서 행복하게 잠만 자다가 왔네요. 욕실도 깔끔해서 바스밤풀고 즐거운 시간보내다가 왔습니다. 높은 층이라 전망도 괜찮아서 느낌이 좋았네요.
4.5,룸 컨디션이 좋고 편안했어요 다만 조식은 조금 아쉽습니다 엄마와 함께 갔는데 별로 못 드시더라구요ㅜㅜ 그 부분 빼고는 좋았습니다!
5,방 컨디션 너무 깨끗하고 어메니티랑 드라이도 잘 되어있었어요! 다만 핸드폰 충전기가 없고 프론트에서도 대여 안해주시니 꼭 챙겨가십시요~~~
5,위치가 좋아요 조식도 깔끔하고 맛있어요 침구류도 푹신하고 룸은 좀 작았지만 완전 대로변인데 방안은 엄청 조용해요 또 서울 갈일생기면 묵고 싶은 곳이예요
4.8,토요일 3시 조금 지난시간에 체크인하려는데 줄이 길어서 20분 가량 서서 기다렸네요. 옆방 문 닫는 소리가 너무 커서 밤에 깜짝깜짝 놀라게 되는점 빼고 다 만족스러워요.
4.8,"전체적으로 컨디션이 좋았고 침대도 푹신해 잠들기 좋았어요, 하지만 침실과 화장실쪽을 나누는 파티션쪽을 열었을 때 먼지가 많아서 아쉬웠어요"
5,침구도 깨끗하고~믿을만하구~역시 친절하구 신라의 프로페셔널함이 느껴졌지만 이주전까진 사람이 많지않아서 몰랐는데 사회적 거리두기 하는데 조식때 테이블이 넘 가까운게 아쉽네요
5,엄청나게 특별하지는 않았지만 모든면에서 불만이 나오지 않게 좋은 숙소였습니다. 내집이 특별하게 좋지 않듯이 여기도 편안함을 주는 숙소였습니다.
4.5,전체적인 룸 컨디션이나 직원 친절도는 좋앗지만 주차시스템이 너무 오래 걸리고 대기 공간 없이 주차장에서 차 나오길 그냥 기다려야 하는건.. 불편햇어요!
5,전반적으로 시설등 다 만족합니다 오래되서 화장실 문이 풀려서 약간열렸었네요 주차는 주차타워이고 주차타워 시설고장나서 출차가 좀 오래 걸리긴 했습니다
5,침구도 깨끗하고 위치도 역이랑 가까워 좋았어요 다만 조식포함으로 예약했는데 가격대비 종류가 많이 없네요 이른 시간인데 빠진음식도 바로 채워주지 않고요
4.8,"침대 좋고 깔끔한 시설 나무랄데 없었으나, 더블로 예약했음에도 호텔측 실수로 트윈밖에 없다고 하여 체크인에 30분이상 소요되었어요. 아쉽게 생각합니다."
5,깨끗하고 접근성 너무 좋고 직원분들도 친절 하시고. 다만 체크인 할때 여약관련 확인 제대로 이루어지지 않은 점. 그리고 방음이 잘 안된건 흡!
4.8,조식시간에 조금 미리 호텔 인원 수를 확인했다면 많은 사람들이 대기하는데 오래 걸리지 않을 수 있을 것 같다고 생각이 드네요.
5,"침구가 깨끗하고 포근하여 너무 상쾌한 아침을 맞이하였구요, 저는 욕실을 가장 중요시 여기는데 세면도구와 욕실도 청결하고 정돈이 잘되어있어 대만족 하였습니당~"
4.5,공항 가기전에 하루 머무를려고 예약했는데 공덕역과 접근성이 좋고 생각보다 침대가 넓어서 당황했어요. 덕분에 편안하게 잘 쉬다 갑니다~
4.8,깨끗하고 교통이 편리하여 좋았습니다 다만 방이 조금 적은게 흠이었다면 흠이었습니다 공항이용 하거나 서울역 청량리역 이용하는분들께 강추합니다
5,이젠 난방이 자동 설정돼 방에선 온도를 조절할 수가 없다고 하네요. 좀 더워서 갑갑했지만 잘 쉬고 갑니다. 온도조절 빼곤 만족만족
5,침구도 깨끗하고 참 좋았어요 다만 온도조절이 잘 안 되어 조금 당황했어요 그래도 아침 식사나 전반적으로 만족합니다 다음에도 이용하려고요
4.5,다른 신라스테이도 좋았지만 마포 신라스테이는 3번째 방문이에요 무엇보다 주변이 조용하고 깨끗하고 혼잡하지않아서 들락날락 할때 정신없지 않아요
5,"너무 좋았어요!! 주차(야간 담당자분), 하우스키핑(외국분 같았어요), 연박처리 도와주신 프론트 남자직원분, 덕분에 3박 편하게 일하고 쉬다가 갑니다~^^ 감사합니다~~"
4.8,출장때문에 밖에서 자면 잠자니가 늘 불편했는데 침구와 침대가 편안해서 잠자리가 만족스러웠습니다. 프론트 직원 분들 정말 친절하시더군요.고맙습니다.
4.8,침대가 너무 푹신푹신해서 편하게 잘 쉬다왔습니다^^ 제일 우선시하는 청결도도 만족스러웠구요 다음에 기회가된다면 또 숙박하려합니다^^
4.5,이전에도 이용했는데 좋아서 다시 한번더 이용했어요ㅎ다만 이번엔 호텔앞 대로에서 차소리가 좀 많이 들리긴했지만 그래도 더운데 쾌적하게 잘 보냈어요 완전 추천
5,체크인전에 미리주차를 하여 편하게 이용했어요..한가지 아쉬운점은 수건이 작은게 없어서 큰수건으로만 사용했어요..프론트에 전달하려다가 귀찮아서 안했어요..편하게 쉬었습니다.
4.8,"홍대에 볼일 있어서 급 예약한 숙소, 부득이하게 1박을 하게되면 항상 애용하는 신라스테이 :) 남편도 저도 좀만 쉬다 맥주 먹자하고서는 꿀잠 잤습니다 ㅋㅋㅋㅋㅋㅋ"
5,다 깨끗하고 친절하고 다 좋으신데 다른방 화장실에서 누가 담배를 피는지 잘 모르겠지만 화장실에서 담배 냄새가 나고 면도기가 없는거 빼고는 다 좋았어요
4.5,깨끗하고 포근한 침대였어요. 어매니티도 좋아서 개인적으로 챙겨간거 사용안하고 있는거 전부 사용했네요. 접근성도 굿~ 다만 주차가 타워형이라 조금 오래걸리는것 빼고는 다 좋았어요
5,늘 만족스럽고 깨끗합니다. 최근 호텔 위생 관련 보도 영향인지 컵이 종이컵으로 바뀌었는데 그 위에 위생에도 좋게 비닐로 씌워 있어서 좋았습니다.
4.8,역에서 가깝고 좋았어요 룸 업글되어서 감사했습니당~~ 전반적으로 깨끗했어요 편히 잘 쉬었어요 다음에 또 오게된다면 또 묵고 싶네요~~
5,신라스테이 서대문도 가봤는데 인테리어는 완전 똑같았어요. 처음 들어갔을 때 외국인 단체 관광객이 있어서 체크인 할 때 살짝 애먹었지만 괜찮았어요
5,침구가 너무 깨끗하고 폭신하고 구름같았어요!!수건도뽀송하고 샴푸도 뽀득뽀득하게 씻기구 좋아여~그 옷 걸치는거 머라하지 까먹엇네 그것도 따땃하고 좋았어여^^
5,청결하구 공항철도 타기좋아서 출국직전 이용하기 나쁘지않아요 마포엔 고기집도많아서 맛있는 저녁먹고 깨끗한 호텔에서 잘 쉬었습니다
5,깔끔하고 친절하고 믿을만한 숙소라 한번씩 이용합니다. 휘트니스도 만족스럽구요. 접근성도 굉장히 좋네요. 다만 방이 조금 좁은것은 어쩔수 업네요 전신거울이 없는점도 좀 아쉬움 ㅠ
4.5,방에 책상이 없어서 룸교체했는데...교체시 직원의 미흡함을 느꼈습니다. 그것빼고는 만족하나 객실이 너무더웠고 에어컨작동안되어서 잠들기힘들었어요
4.8,주차 공간이 부족해서 조금 아쉬웠습니다. 차로 10분 걸리는 다른 빌딩에 주차해야 했어요. 택시비는 따로 정산해준다고 하네요. 하지만 객실은 정말 깔끔하고 좋았습니다.
4.5,방음이 안되서 도로 소음다 들렸어요..벽도 얇아서 그런지..물소리도 들리구요..직원분들 친절하고 청소도 깔끔해서 좋긴한데요..방음부분이 너무 아쉬워요..
4.5,장모님과 와이프를 위해 선택했는데 방도 깨끗하고 시티뷰도 좋았다고 합니다 다 좋은데 핸드폰충전기가 없다는것과 룸서비스로도 충전기 안준다는점이 조금 아쉽네요
4.5,층 업그레이드 해주셔서 밤에 보는 뷰는 괜찮았어요. 낮에는 공사중이라 커튼 닫고있었네요. 무엇보다 근처에 경의선 숲길이 있어서 식사후에 구경하기도 좋고 산책하기도 좋았어요!
5,"아침조식부폐..종류도없고, 음식도 안채우고.. 아침에오믈렛하나먹으려고20분 줄서있었다는.. 다 좋았으나 조식운영에서는 매우실망.."
4.5,시설은 깨끗하고 좋았는데 뷔페가 정말 별루였음! 사람이 많아 그럴수도 있겠지만 너무 먹을것이 없음! 오죽하면 담날 조식은 그냥패스했음!
5,객실이 좁고 싱글침대는 여자가 사용하기에도 사이즈가 너무 작아서 불펀했어요 하지만 침구가 좋고 욕실도 너무 깨끗해서 좋았어요
4.8,프론트에 직원들도 친절하고 다 좋았어요! 혼자여행간건데 여자 혼자 자서 걱정됬는데 층수도 높은 층으로 주시고 감사합니다! 덕분에 잘쉬다가요!
5,너무 깨끗하고 깔끔한 내부 ! 그런데 방음이 안되서 차다니는 소리가 많이나고 현재는 공사중이라 아침에 공사재 내리는 소리가 나더라구요 저는 일찍 나와서 상관없었지만.
5,역시 좋네요 일부러 욕조 쓰고싶어서 싱글싱글 방 썻는데 침대 편하고 좋았어요 다 괜찮앗구 욕조 위에서 티비 보이는 거 참 좋앗답니다 좋아요 또 이용하고 싶어요
5,침대가 좀 작은편이예요 몸집이 큰 남자분들은 침대가 작을수 있으니 이 점 고려 하셔야 할 것 같습니다. 이 점 이외에는 시설에 대한 점들은 만족합니다
4.5,지하철역과 가까운 곳이라 찾기 쉬웠어요. 객실도 깨끗해서 투숙하는 동안 불편함도 없었구요. 조용한 동네에 위치해 있어 하루 푹 쉬고 싶다면 여기가 괜찮을 것 같아요.
4.5,깔끔했어요 방음이 안되고 엘레베이터가 좀 사람이 많아서 조금 불편했어요 그래도 그외에는 나쁜거없이 깔끔하고 역에서 가깝고 좋았어요
4,침구 깨끗하고 전체적으로 분위기 괜찮았어요
4,창쪽 기밀이 좋지 않아서 우풍이 있어요!
4,깨끗하게잘썻더요 감사합니다
4,위치 좋고 방 컨디션도 괜찮고 조식도 맛있었어요~!
4,아늑히고 침구도 깨끗하고 좋았습니다.
4,항상 잘 쓰고 있습니다! 다만 이번에는 화장실 어디선가 냄새가 좀 나서 조금 그랬어요ㅠㅠ
4,침구 깨끗했어요 그런데 더블이 아니라 싱글 두 개 였습니다. 랜덤배정이 참고하세요.
3,방음 안됨 에어컨 안시원함 청결상태 불량 외부소음 차단 안됨 전체적으로 실망스러움 주변의 다른 호텔을 추천
4,깨끗은 하나 전체적으로 낡아습니다 조식도 신라생각하시면 안됩니다
4.3,침구 깨끗하고 편했어요 타올은 많이낡은감이있어요 위치 좋고 다들 친절하세요
4.3,바닥이 마룻바닥 느낌인데 살짝 노후된느낌 전체적으로 관리는 잘된느낌이였고 와인패키지였는데 고층으로 배정해주셔서 좋았습니다
4,전반적으로 무난했어요. 조식도 깔끔하고 객실도 깔끔했어요. 체크인할 때 응대가 딱딱한 점 빼고는 괜찮았던 거 같아요.
3.3,늘 자주 이용하는 곳인데 갈때마다 두번이나 먹던물 냉장고에 잇었구 화장실은 누가 볼일보고 물 안내린 어이없음요 후기 안남기지만 이번은 목넘어가겠네요
3,"플러그되는 곳이 침대뿐이었어요 하나만 작동 돼서 충전하는데 어려움이 많았어요(폰2, 워치2, 에어팟2) 화장실세면에 물곰팡이 선반에 먼지가 있음"
3.3,"저는 도시락이 포장 되어있는 것으로 생각했는데, 제가 가서 조식을 담아서 가는 거더라고요. 불편하고, 시간도 조금 늦게 9시쯤 식당에 가니 음식도 없더라고요. 음료도 없고.... 포도와오렌지..그리고 빵 1개. 그리고 얼음물만 담아왔네요. 샐러드도 없었는데, 조식시간 끝나간다고 음식 안 채워주더라고요. 허허허. 잠자리는 나쁘지 않았어요. 깨끗한 편이라서 괜찮았습니다."
3,주차장이 부족해서 다른곳에 주차해서 짐옮긴점 냉장고열자마자 물통떨어진점 냉장고 수리제대로안됨 책상에 무언가 묻어있음 청소가 잘안된거같아보임 전화하면 말을 너무빨리함 빨리빨리처리하려고느껴짐 네 그냥 느낀점이요
4,"전체적으로 만족해요. 다만 프런트, 로비가 너무 협소하다보니...마스크 소홀히하는 손님들도 있는것같고 체크인아웃 몰리는 시간에는 직원분들 세심하게 컨트롤이 필요할듯하네요~"
4.3,"침대가 너무 편하고 좋았습니다. 다만, 완벽한 깨끗함은 아니었네요. 문에 손자국, 화장실 타일 사이 때 등 까지는 청소가 어렵겠죠."
3,"예약을 몇시간 전에 했는데 결국 못찾아서 처음엔 예약 실수 한줄 알고 마음이 불안했구요, 이후 주차비도 결제 했는데 직원분 카드 승인에 문제가 있는것 처럼 하시더니 제게 스마트폰에 승인 문자 갔냐고 물어보시길래, 스마트폰 문자도 친절히 보여드렸습니다. 예약 내역도 그렇고... 체크인시 경험은 불쾌했습니다. 제가 투숙한 방은 벽지 상태가 좋지 않았고, 나머진 괜찮았습니다."
